Address (Includes City),ZIP,Asking Price,Sale Price,Sale Date,Area (Sq Ft),Lot (Sq Ft),Beds,Baths,Year Built,Energy Features,Description,Classification,Solar Heating,Passive Solar,PV Power,Green Modified
27900 Skyview Rd Willits," 95490	","$470,000 ","$428,000 ", 05/20/09,1400,87120,2,1,NA," Passive Solar, PV-Off Grid", Superb ridgetop land w/comfortable home and guest cabin. Gentle ridgetop wi/pond. Excellent spring water system. Well. Views, Passive Solar ,0,1,0,0
37683 White Barn The Sea Ranch," 95497	","$895,000 ","$784,000 ", 02/25/10,2044,12589,2,3,1997," Passive Solar		"," Elegant and sophisticated a perfect full time home with big ocean views.Two bdrms and 2 1/2 baths. Gourmet kit with island and White Maple cabinetry. Lge walk-in pantry. Access from kitchen to patio thru sliding doors perfect for patio dining. Radiant heat on main level. Loft area has designated office area plus a spacious lounge area, bath and guest bedroom with vast ocean views plus store room for many uses. Large two car garage with laundry", Passive Solar ,0,1,0,0
549 Swan Way Vallejo," 94589	","$254,900 ","$203,000 ", 10/16/08,1700,9583,3,3,1984," Passive Solar		", Three bedroom/thre bath home with converted garage. Large lot. Tile flooring in living/dining room and kitchen and a bath. Needs some TLC but this bank owned home could be a charmer, Passive Solar ,0,1,0,0
8601 East Rd Potter Valley," 95469	","$1,495,000 ","$1,175,000 ", 08/15/09,3300,52272,3,4,2006," Passive Solar		"," Perched atop a secluded knoll on a private 12 acre site you will find this wine country modern marvel. 10'ft. ceilings, Travertine stone floors, gourment kitchen including sub-zero and Viking, passive solar design, large master suite with walk in shower, jetted tub, barn, room for horses and potential for hobby vineyard. Million dollar views from almost every room in the home, custom pool, and a building pad for a second home", Passive Solar ,1,1,0,0
4091 Preserve Way #14 Rancho Cordova," 95742	","$281,990 ","$277,324 ", 03/26/09,1713,4725,4,2,2008," Other, Photovoltaic Power, Window(s) Dual Pane, Window(s) Low "," SOLAR ELECTRIC HOME. Move In Now! Our most popular floor plan, the Sierra II ONE-story has a spacious pantry, large kitchen island, cozy great room, and generous sized secondary bedrooms. Includes, higher efficient AC unit, plus many more energy efficient upgrades. Granite slab countertops in the kitchen. Landscaped backyard with patio included! Window Blinds! Courtyard Entry. 30 Day Close. NO HOA DUES!", Photovoltaic Power ,0,0,1,0
16107 Coleman Valley Rd Occidental," 95465-9228	","$689,000 ","$737,100 ", 04/18/05,420,86858,1,1,1998," Other		"," An exceptionally private, pristine, serene and sunny 19.94 +/- acre ridge-top parcel on the coveted Coleman Valley Road just 1.3 miles west of Occidental. Property has a wonderful, aesthetic solar cabin, with superb light, sun deck and charming garden areas. The parcel has great beauty, diversity, native woods, year-round creek, springs, incredible privacy, and full southerly exposure. Numerous potential building sites, and exceptional beauty", Solar Heating ,1,0,0,0
1830 Bloomfield Rd Sebastopol," 95472-5405	","$830,000 ","$915,000 ", 07/01/05,2045,65340,3,3,1981," Other		"," Welcome to Honey Blossom Farm, a true paradise in the heart of Sebastopol! Honey Blossom has a warm, open and bright home, with beautiful views, 3 bedrooms, 2 1/2 baths, large living & family rooms, expansive deck & porch areas, & near zero electric cost w/ solar power. The land is an utter haven, a splendor of mature orchards, extensive gardens, meadow & play areas, an in-ground pool, & built-in bar-b-que. The best of Sebastopol is all here..", Solar Heating ,1,0,0,0
9827 Mill Station Rd Sebastopol," 95472	","$1,200,000 ","$1,100,000 ", 12/01/09,3025,93218,3,3,2007," Other		"," New concept in Contempary. Designed for open living. Liberal use of windows light interior and frame views of forest, vineyards, mountains, and orchards. Green build features include Hydronic heat, bamboo floors, and sod roof. Landscape designed by legend Greg Gill. Soils, sunshine, and water for the gentleman farmer. Potential for 2nd unit. End of lane privacy. Approx 1 acre heavily forested. Award winning public and private schools", GreenModified ,0,0,0,1
99 Butterfield Rd San Anselmo," 94960	","$669,000 ","$605,000 ", 11/30/06,1252,9496,2,1,1947," Other		", We are in escrow and the seller's would love a back up offer!hardwood floors & new designer paint throughout this house is in move in condition.Large family room/office downstairs. 2 bedroom 1 bath. Inviting european style back yard w/slate patio and garden with fruit & evergreen trees. You can be proud to call this your home, Solar Heating ,1,0,0,0
17339 Hillside Ave Sonoma," 95476-3426	","$729,000 ","$665,000 ", 10/20/05,1963,10890,3,2,1981, Other," Value in this 1963+/-sf, 3brms, 2baths + family room on apx. 1/4 wooded ac. Serene Sonoma neighborhood with a rural feel. French doors throughout lead to decks and lg private yard with fruit trees & mature landscape, oaks. Living room w/vaulted ceiling & hdwd plank floors, loft den w/balcony & views, walk-in closets, wine storage below for apx 1,000 bottles. Bonus storage room above oversized garage. Convenient location, vacant, move right in", Solar Heating ,1,0,0,0
1882 Silverado Trl Napa," 94558	","$1,545,000 ","$1,100,000 ", 12/28/07,1867,51836,3,3,1981, Other," Live Green!!! Solar Home to save you lots of $$$! A stone's throw from town, up a private lane, in a little valley is this architecturally designed multi-level home, perched on a gentle hillside. A joyful property with a bright, light, Scandinavian feel. Views, privacy and lovely landscape, dotted with native oaks, + sparkling built-in pool. Atmosphere is modern, relaxed and sophisticated country, within the City. Embrace the green lifestyle", Solar Heating ,1,0,0,0
422 VIVIENNE DR Watsonville," 95076	","$669,000 ","$610,000 ", 08/17/07,1605,5053,3,2,NA," Low-Flow Toilet(s), Window(s) Dual Pane"," Beautiful Brand New Enviro-Home with latest solar technology to pay your PG&E. Stamped concrete patio & front entry. Granite counters, top of the line appliances inc. front load washer & dryer. Designer paint, tile floors & more", Solar Heating ,1,0,0,0
525 Colony Rd Geyserville," 95441	","$2,495,000 ","$2,000,000 ", 04/23/10,2318,25221,3,3,1982," Low-Flow Toilet(s), Solar Heating, Window(s) Dual Pane, Window(s) Low "," This stunning property is located in the desirable Vineyard community. Down a private gated road is a remodeled 2,300 sq ft, 3BR/2.5BA home that overlooks the Russian River & the picturesque vineyards of Alexander Valley. You'll also find a 1,887 sq ft dramatic contemporary barn w/1BR/1 BA, media room, office and gym area, sauna & a wine making facility. Surrounded by 5.79 acres of landscaped terraces, hobby vineyard, and Russian River access", Passive Solar ,1,1,0,0
255 Glen Dr Sausalito," 94965	","$1,495,000 ","$1,495,000 ", 03/03/06,2927,6708,4,3,1969," Low-Flow Toilet(s), Solar Domestic Water		"," Stunning remodeled 4bd/2.5bath multi level home with an open floorplan on main floor with sunroom looking onto terraced gardens and living room with private deck overlooking views. Lovely Bay and Angel Is views. Master floor with great views, 3 additional rooms on separate floor and 2 car attached garage", Solar Heating ,1,0,0,0
421 Elm Ave Larkspur," 94939	","$1,995,000 ","$1,800,000 ", 05/09/07,2270,9000,4,3,NA," Low-Flow Toilet(s), Solar Domestic Water", Great Palm Hill home lovingly remodeled and designed with extensive solar and energy efficiency in mind. Located on a sunny southwest facing lot with outstanding panoramic views of Mt. Tamalpais and valley. Four bedrooms and two and a half baths. Original house was expanded and brand new 2-car garage added. Existing home still has expansion possibilities. Ideal location in a great neighborhood, Solar Heating ,1,0,0,0
3977 Docs Ranch Rd Occidental," 95465	","$1,279,000 ","$1,230,000 ", 08/17/10,2778,24655,3,3,1990," Low-Flow Toilet(s), PV-On Grid, Skylight(s), Window(s) Dual Pane		"," Paradise Found! Stunning 5.66 acre ridge-top parcel in unique banana belt climate w/ panoramic views to Pt. Reyes, Mt. Tam, & beyond. Gorgeous terraced gardens, spectacular lap-pool, pond, open meadows, native forest, vegetable & rose gardens, meandering paths. The charming Craftsman inspired home features 3 bedrooms, 2.5 baths, an open floor plan, Chef's kitchen, custom cabinetry, art studio, greenhouse, & seamless indoor-outdoor flow. Stunning", Solar Heating ,1,0,0,0
7 Illes Ct Novato," 94945	","$399,000 ","$385,000 ", 07/14/09,1145,N/A,3,2,2007," Low-Flow Toilet(s), Passive Solar, Window(s) Dual Pane		"," Stroll to happenin' downtown Novato from this almost-new, stylish home that's certified GREEN! 40-yr roof, 50-yr siding, tankless water heater, passive solar heating...it's cutting edge. Master suite on main floor w/full bath, attractive & stylish up-down window shades, laminate floors, stainless appliances, recessed lighting and attached garage. It's clean as a whistle. Below-market-rate restrictions apply", Passive Solar ,0,1,0,0
5 Fernhill Ave Ross," 94957	","$3,795,000 ","$4,000,000 ", 10/29/09,3476,26267,5,5,2006," Low-Flow Toilet(s), Passive Solar, Skylight(s)"," Flawless execution of high end design & stunning finishes in this recently completed Spanish Colonial estate. Architectural lighting, imported tiles & authentic details throughout. Designed for complete indoor/outdoor living, the completely level, sun filled lot is resort like in every way. All main rooms open to the vast lawn & beautifully designed inground pool. A country like setting just blocks to Ross School & downtown San Anselmo", Passive Solar ,0,1,0,0
20 Oak View Dr San Rafael," 94903	","$1,195,000 ","$950,000 ", 06/21/10,2448,49179,3,2,1963," Low-Flow Toilet(s), Partial Insulation, Solar Heating"," Tucked away on a private, gated acreage parcel in desirable Los Ranchitos, this special one level home has a large pool offering the perfect indoor/outdoor lifestyle. Contemporary ranch with 3 BR/2BA, a formal LR and 2 sided wood burning fireplace adjoining the formal DR. Bring your designer touches to this wonderful home and vacation year round in this convenient location. Dixie Schools too! MAJOR PRICE REDUCTION! PRICED TO SELL NOW", Passive Solar ,0,1,0,0
676 Cherry St Novato," 94945	","$660,000 ","$609,000 ", 07/03/07,1384,7500,3,2,1954," Low-Flow Toilet(s)		"," Cozy Remodeled Bungalow w/ updated kitchen & bath, hardwood floors, newer windows, newer furnace & electric solar system (very low PG&E bills!) Detached artist's studio or shop w/ skylights and radiant heat", Solar Heating ,1,0,0,0
1238 Lynwood Dr Novato," 94947	","$549,000 ","$579,000 ", 10/15/09,1960,16640,4,2,1965," Low-Flow Shower(s), Passive Solar, Skylight(s), Solar Heating, Window(s) Dual Pane"," Hidden gem.On a peaceful street, nestled against open space is this private, one-level home-- with garage below-- on .38 acre. This welcoming residence offers a wide-open living room with dramatic, vaulted ceilings, clerestory windows, gorgeous blond floors, and brick fireplace. Four skylights let in the sun while double pane windows and solar panels save big, energy dollars", Passive Solar ,0,1,0,0
305 RANCH VIEW RD Santa Cruz," 95064	","$709,355 ","$709,355 ", 06/05/09,2078,1000,4,3,2009," Low-Flow Shower(s), Low-Flow Toilet(s), Window(s) Dual Pane		"," Restricted to University of California Santa Cruz faculty & staff. Sixty year recorded ground lease, & recorded Conditions, Covenants and Restrictions. This new development of 45 homes is situated on University of California property and is bordered by the UCSC Arboretum, the UCSC Farm, & a permanent green belt. The site has sweeping views of Monterey Bay. Input for MLS statistical purposes only", Solar Heating ,1,0,0,0
803 RANCH VIEW RD Santa Cruz," 95064	","$632,501 ","$632,501 ", 11/12/09,2078,1800,4,3,2009," Low-Flow Shower(s), Low-Flow Toilet(s), Window(s) Dual Pane"," Restricted to University of California Santa Cruz faculty & staff. Sixty year recorded ground lease, & recorded Conditions, Covenants and Restrictions. This new development of 45 homes is situated on University of California property and is bordered by the UCSC Arboretum, the UCSC Farm, & a permanent green belt. The site has sweeping views of Monterey Bay. Input for MLS statistical purposes only", Solar Heating ,1,0,0,0
904 RANCH VIEW RD Santa Cruz," 95064	","$627,214 ","$627,214 ", 10/21/09,1964,1800,4,3,2009," Low-Flow Shower(s), Low-Flow Toilet(s), Window(s) Dual Pane"," Restricted to University of California Santa Cruz faculty & staff. Sixty year recorded ground lease, & recorded Conditions, Covenants and Restrictions. This new development of 45 homes is situated on University of California property and is bordered by the UCSC Arboretum, the UCSC Farm, & a permanent green belt. The site has sweeping views of Monterey Bay. Input for MLS statistical purposes only", Solar Heating ,1,0,0,0
11 Laurel Ave Stinson Beach," 94970	","$1,075,000 ","$874,250 ", 12/21/09,1144,7797,1,1,1956," Low-Flow Shower(s), Low-Flow Toilet(s), Partial Insulation, Passive Solar, Water Heater Blanket"," Incredible privacy with white water ocean views and a view of Mt. Tamalpais. A short walk to the beach and restaurants yet above the bustle of holiday weekends with plenty of off street parking, 3 spaces covered. A private garden with Orange, Meyer Lemon, Key Lime, Apple, Pear, Chardonnay grapes and Blueberry bushes. A great room with a high open beam ceilings, all around windows and a queen size day bed to sleep a total of seven", Passive Solar ,0,1,0,0
1413 ROSEMARY ST Menlo Park," 94025	","$375,270 ","$378,013 ", 08/14/07,1975,4653,4,3,NA," Insulation Unknown, Window(s) Dual Pane		"," NEW CONSTRUCTION! 4BR/3BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL", Solar Heating ,1,0,0,0
2696 Alice Ct. Fremont," 94539	","$928,000 ","$1,020,000 ", 05/31/07,1575,5998,3,2,NA," Insulation Unknown, Window(s) Dual Pane		"," Must See! Pride of ownership, best location in a quiet Cal-De-Sac. Walk to Mission schls, Fluent Floorplan. Upgrade bath. Central A/C Newer Furnace. Solar Powered water heating sys. Private mature landscaping w/huge deck", Solar Heating ,1,0,0,0
1407 SAGE ST Menlo Park," 94025	","$331,150 ","$333,150 ", 09/18/07,1635,3027,3,3,NA," Insulation Unknown, Window(s) Dual Pane"," NEW CONSTRUCTION! 3 BR/2.5BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES.47 GREEN BUILT HOMES W/ALL ENERGY EFFICIENT SYSTEMS INCLUDING SOLAR PANELS, TANKLESS WATER HEATER AND MORE!", Solar Heating ,1,0,0,0
20334 Panoche RD South San Benito Coun," 95043	","$524,900 ","$400,000 ", 01/29/10,1978,17119,3,3,2002," Insulation Unknown, Window(s) Dual Pane", 39 + Acres beautiful acres in the Willow Springs Community. 3 bedroom 2 baths in the main home. 1/2 bath in the 5000 + sq. foot barn. Solar panels are present but are not working. Property does have PG&E power. Please note: home was built in 1997 and is 12 years old, Solar Heating ,1,0,0,0
338 ROLLING HILLS San Mateo," 94403	","$762,000 ","$880,000 ", 02/10/05,N/A,6500,3,2,NA," Insulation Unknown, Window(s) Dual Pane", **DISC PKTS IN L/0** OFFERS TO BE DROPPED OFF AT L/O BY 5:30 FRI 1/14**** PLSE CALL L/O TO CONFIRM IF DISC PKTS AVAILABLE 558.6800 !!!!!!!! *** OFFERS TO L/O BY 5:30PM FRI 1/14 ****** PRDS CONTRACT PLEAS, Solar Heating ,1,0,0,0
503 SANDLEWOOD ST Menlo Park," 94025	","$355,460 ","$335,460 ", 07/19/10,1640,3524,3,3,2007," Insulation Unknown, Window(s) Dual Pane"," SPECTACULAR 3 YEAR OLD HOME IN HAMILTON PARK SUBDIVISION. GREEN HOME BUILT BY CLARUM HOMES. FEATURES INCLUDE ALL ENERGY EFFICIENT SYSTEMS, SOLAR PANELS, TANKLESS WATER HEATER, GRANITE COUNTERS, FENCED PRIVATE YARD, 2 CAR ATTACHED GARAGE, LAUNDRY ROOM & MORE! PROPERTY SOLD THROUGH THE CITY OF MENLO PARK'S BELOW MARKET RATE HOUSING PROGRAM. SALE PRICE IS RESTRICTED THRU PROGRAM GUIDELINES", Solar Heating ,1,0,0,0
845 LOMITA AVE Millbrae," 94030	","$1,325,000 ","$1,055,000 ", 04/28/05,N/A,7259,5,4,NA," Insulation Unknown, Window(s) Dual Pane"," Huge home for large family!!! 3 bedrooms 2 baths upstairs, 2 bedrooms 2 baths downstairs. Park like yard, with a nice garden. Great views! Spacious rooms. This home is ideal for large family", Solar Heating ,1,0,0,0
375 4TH AVE Half Moon Bay," 94019	","$829,000 ","$780,000 ", 07/03/09,1940,5000,3,3,1985," Insulation Unknown, Skylight(s), Window(s) Dual Pane		"," Excellent Ocean Views 1 block to Miramar Beach/Coastal trailhead. Near Harbor/Shopping. Energy efficient SOLAR heated home with low maintainence composite deck. Cathedral ceilings in entire upper floor, hardwood floors. Upstairs remodeled baths w/jetted tubs. Ground floor has bedroom and fullbath for great au-pair or office. Lowest priced Miramar home. Lowest priced View home. Motivated Seller", Solar Heating ,1,0,0,0
2616 READ AVE Belmont," 94002	","$950,000 ","$900,000 ", 12/24/09,3235,8500,4,3,1960," Insulation Unknown, Skylight(s)		"," Great Family Home on Private Cul-de-Sac Location! The living space, master bedroom and second bedroom first level, located on lower level is the family room, hobby room, den, two bedrooms and one bath. Features hardwood floors and wall to wall carpet, large 8500sf lot. The downstairs has potential as great inlaw living with with private entrance. Laundry area on both levels", Solar Heating ,1,0,0,0
4668 ALPINE RD Portola Valley," 94028	","$1,999,000 ","$1,700,000 ", 05/02/07,1385,91301,2,1,NA," Insulation Unknown, Skylight(s)		"," Includes combined access parcel AP# 079182050, 3120 Sqft additional land area A unique William Hemple designed contemporary mid-century home in the Usonian style of Frank Lloyd Wright featuring hardwoord floors with clear native wood", Solar Heating ,1,0,0,0
2265 OAKDALE RD Hillsborough," 94010	","$2,068,000 ","$2,391,000 ", 10/12/05,3120,15120,4,3,NA," Insulation Unknown, Skylight(s)", PRIME LOCATION! . . . BEAUTIFUL BACKYARD & GARDEN. . . LARGE FAMILY ROOM & KITCHEN. LOOKS GREAT! . . . SPARKLES!! OFFERS IF ANY TO BE RECIEVED ON TUES SEPT 27. . . PICK UP DISCL B4 SUBMITTING, Solar Heating ,1,0,0,0
131 MARINE PARADE Santa Cruz," 95062	","$1,700,000 ","$1,600,000 ", 09/17/09,2663,4878,4,3,1967," Insulation Unknown, Low-Flow Shower(s), Low-Flow Toilet(s), Weather Stripping, Window(s) Dual Pane		"," GORGEOUS CRAFTSMAN STYLE HOUSE IN LOWER SEABRIGHT AREA.GREAT SUMMER RENTAL HISTORY,POOL WITH SOLAR HEATER,4&3 SLEEPS 12+PEOPLE.CLOSE TO CROW'S NEST&HARBOR.BIG 2 CAR GARAGE,SIDEWALKS,NICE DECK IN FRONT TO ENJOY THE VIEWS OF THE WATER", Solar Heating ,1,0,0,0
1120 WHISKEY HILL RD East Santa Cruz Count," 95076	","$1,199,000 ","$1,050,000 ", 11/21/06,2200,44169,3,2,NA," Insulation Unknown		"," PEACEFUL& SERENE! MINUTES 2 APTOS/WAT & BEACH! NEW ROOF,CARPET, REDWOOD DECKS, &INT/EXT PAINT.HORSE FACILITIES INCLUDE 2 STALL BARN /W RM FOR TACK & FEED, LG FENCED PASTURE-LRG BONUS/REC RM INCLUDED IN SQ. FTG. SLR EXTREMELY MOTIVATED", Solar Heating ,1,0,0,0
