id,description
555," Living green...Magnificent Views across the canyon, just 5 miles from down town Foresthill, very private on 4.3 acres at end of road. Energy efficient home 2x6 construction with covered porch, set up on solar power, greenhouse, garden areas-planting in progress, fruit trees, plus 25 x 30 bldg on concrete foundation w/11 ft roll up doors. Seller chose solar although pg&e power was an option. This is a must see if you want to live green away from the city. Home built with idea of easy additions"
556," Very desirable area. Four bedroom, two bath, single story home. Super energy efficient home with integrated electric solar panels and tankless hot water heater. Over 1800 sq Ft. Big sunny kitchen with nook and lots of cabinets. Separate living and family rooms. Cozy gas fireplace. Close to schools and shopping and easy freeway access. Only five years old. Easy maintenance stucco exterior and tile roof. Come take a look"
557," Beautiful Del Webb built 'Meadowgate' with casita built on a quiet cu-de-sac. This home has all the things smart buyers are looking for...Solar power,18x18 diagonal set tile floors,Cherry cider cabinets,central vacum,fireplace, custom built-in cabinetry,designer paint and crown molding, lots of electrical upgrades, sink in laundry, tile and granite counters,designer light fixtures and tons more. Low maintence landscape with custom spool with waterfall in a very private yard"
558," SOLAR ELECTRIC/Photovoltaic powered home! Salt water pool w/solar, private courtyard with fountain & copper arch, Andersen French doors wraparound courtyard, LARGE backyard professionally landscaped with lighting, BEAM central vac., granite/travertine kitchen w/island, pre-plumbed for veggie sink, Insta-Hot, grand entry w/circular stairs, open floorplan, upgraded carpet/pad/extensive tile, custom master cabinets, custom paint, whole house fan, immaculate condition, extremely energy efficient"
559," Custom Dream Home built with extreme care and ammenities. Lg fmly rm with 15 ft built in Cherrywood Cabinetry. Grand Game Room features blt-in bar, prewired for overhead projector and 7 channel in wall and ceiling home theater system. Lge prof. grade stainless steel/kitchen with dbl convection ovens/warming tray, 6 burner stove top and grill in island. 6 ft wall of built-in refrigerator/freezer, ultra quiet dishwasher"
560," The accent on details in this elegant residence radiates the aura of comfort & excellence throughout. Exotic Brazilian granite, Thermador professional range, 2 lrg sinks, multiple dishwashers, a chef's delight. 3 fireplaces, 5 bdrms, 4 baths, bonus room, tumbled travertine floors, honey onyx & slate tiles. All of this on approx. 1.3 acres w/amazing views. Don't miss out on this one"
561," One of a kind Mexican hacienda inspired estate bordering Folsom Lake State Park. This rare property has some of the best, unobstructed lake views in El Dorado Hills. Unique architectural elements throughout including extensive wrought ironwork, imported hand-painted tile and hand scraped hickory flooring, The amenites are endless which include two master suites, domestic solar, video surveillance, and a detached poolhouse. Possible owner financing. All indoor and outdoor furnishing included"
562," This home is a 10+. Upgrades in this 2004 home include Solar Electric System (3kw), Trane Heat Pumps & Smart Vent that automatically select the most energy efficient method to operate this home, sport pool/waterfall features a current generator to simulate resistance swimming, granite slab counters/tumbled limestone backsplash, stainless appliances (GE Trivection Tecnology and Bosch), hardwood flooring, beautiful baseboards and crown mldgs, elec. awning, French doors, phantom screens and more"
563,  
564," Single story, ranch style with three bedrooms and one bath home, needs some TLC"
565," Beautiful 46 acre estate. Rolling land, views, privacy. New home with many upgrades. Wrap around porch, Trex decking, outdoor lighting. 2 wells and spring rights. House was built, and land & roads developed, with great care. Access rights to large pond for recreation and swimming"
566," Want to go Green? Check out this efficient Passive Solar Home. Sits high on hill, end of road,Monterey Bay views, complete privacy. Open floor plan, hi ceilings, stone fireplace, Great decks, ponds. VT @ tourfactory.com/29863"
567," Completely private, located within just 15 minutes to Los Gatos or Santa Cruz. Two story custom built. Future growth potential for second story addition. Captivating Western Views. Full Sun. Privated Road, Gated community"
568," Light & Bright Sleepy Hollow solar-heated home & pool. Four bedrooms, three baths, large master suite and family room, both leading to patios, pool, extended privacy, peace, seasonal stream, breathtaking viewing deck uphill & tucked away tree-house -- yoga or art? Bordering open space, this Classic mid-century traditional floorplan clusters living, dining & kitchen separated from bedrooms. 1/2blk to Upper Brookside Elem"
569," Reduced $100K!Secluded Retreat in Emerald Hills! Serene Living,Yet Not Too Far -Black Bttm Indoor Pool w/Retractable Roof/Skylight-Huge Windows-Flagstone! Beam Ceilings-Huge MBR suite-Xlnt Neighborhood-Xlnt Schools-Bring Best Offer"
570," Truly a one of a kind of estate and horse property. Spanish style home with hand crafted Saltio tile floors throughout. Vaulted wood beam ceilings in living room and dining room. Remodeled gourmet kitchen w/granite counter tops, Saltio tile floors, European range/oven w/rotisserie. Lots of privacy on 44.69 acres with valley views. Covered arena and 8 stall barn. A very special property!!"
571," O/H Jan 8th 1-4pm. Frml LR/DR w/ plant.shutters. FR w/ wet bar & frpl insert. French doors in FR & MB. Updt pool w/ new tiles, ladder, gas heater, & pump. New garage door, range/oven, water heater. Walk to school. Nearby Hwy 280"
572," Marvelous W Ath. Estate! Gracefully remod. Colin Whiteside 4BR--gated entry. LR drama,sepDR,paneled Libr.,country French Kit/FR open to pool/patio,MBR,gst hse,3c-ga,nice gardens. DisPkg:www.myescrowinfo.com,psswrd:36c8870-2380"
573, Enchanting barely describes this 1915 restored vintage home on a full acre in beloved Menlo Oaks n'hood.Gorgeous gardens and pool! Walk to MP schools. Det. garage converted to 1b/1ba ofc/guest hse.To see this home is to fall in love!
574," Experience the love in this sanctuary! This beautiful,craftsmanship home has 5+ bedrooms,3.5 bath with a gorgeous, large living room, resting on 1.8 acres of flat sunny land with fruit trees and ecological landscaped gardens.The property includes a legal guest house with spa. This unique & rare jewel has a horse barn,arena and much more"
575," Stunning Twelve Bridges opportunity! Never-occupied D.R. Horton model home with fantastic upgrades: integrated solar on grid, improved thermal system, too much to list. Four bedrooms plus office and game/computer room, three full bathrooms. Luxurious carpeting & tile, furnished rooms, master w/sitting room & fireplace- huge fully landscaped cul-de-sac lot. Don't miss this one of a kind beauty"
576," Energysmart, Earthsmart, and Healthsmart. This home is energy efficient. Bamboo flooring, downstairs bedroom or den with built in shelves, 2nd story loft area with built-in desk. 3rd floor loft with wet bar & beverage fridge. Master bedroom with 2 walk-in closets. Home has built in speakers for surround sound. Landscaped f&r with built-in barbecue center. See attc'd docs for community map.Furniture & appliances in photos are for staging purposes only, not included in purchase price"
577, Immaculate! Priced to move fast. This home is a great investment and has many upgrades. Too many to list. This is a turn key home and is ready to be yours
578," Beautiful 5 Bedroom 3 bath VACAVILLE CHARMER, 3 Car finished garage,Large corner lot,Large in ground pool/spa W/ Solar heating. 2752 SqFt ,Granite kitchen counter tops, newer S/Steel appliances,pantry,island ,Hardwood floors, crown molding, plantation shutters, custom paint, HUGE Master Suite with fireplace and retreat,ceder floor in the walk-in Closet,Awning on patio, Alarm system.Upgraded Light fixtures,ceiling fans&cabinets.Owner/Agent"
579," Move in ready. 3bd/2ba with great floor plan. Real hardwood floors. Brand new interior paint and carpet. New roof, gutters, deck, paving stones, furnace, ducts, solar insulation and garbage disposal. Newer dual pane windows and automatic garage door. Close to schools, park and shopping"
580," Over one acre of nature's finest surrounds this charming cottage-style home. Each day here is a vacation! The entire family will love the new in-ground pool, huge deck and bubbling spa. Built to take advantage of all the sun has to offer, the solar panel system provides profitable, clean and renewable electricity. The perfect retreat for busy professionals, enjoy this property as it is or expand using the pre-designed engineered septic system"
581, EXCELLENT LOCATION. HOME LOCATED AT END OF CUL-DE-SAC. PROPERTY IS IN MOVE IN CONDITION. BEAUTIFUL IN-GROUND SWIMMING POOL. 2 CAR GARAGE. EXTRA STORAG
582," REDUCED 59K. PANORAMIC MTN VIEWS. CUSTOM BUILT 4 BDRM. USEABLE LAND ROOM FOR POOL. SOLAR H2O WONDERFUL LANDSCAPING. BIG RUMPUS ROOM/FAMILY ROOM. VAULTED CEILINGS, FIREPLACE, 2CAR GARAGE+WORKSHOP. SPACE FOR BOATS, RVS, ETC"
583," Sweeping, unobstructed views from the Berkeley hills to San Francisco to the Golden Gate Bridge.This luxury residence has grace and style as well as state of the art green technology. Perfect for family life and entertainment the kitchen features a woodfired Munagnini pizza oven and high-end appliances.For outdoor fun a pool, barbeque chef's outdoor kitchen, a trellised veranda and pool house. Relaxing spacious decks with world class views"
584, Elegant Certified Custom Green Built home with 4 spacious bedrooms and 3 elegant bathrooms. Hardwood flooring throughout. Open Kitchen with Chefs Kitchen and custom cabinetry with breakfast area. Spacious 8' doorways and 10' ceilings
585," 2 driveways Area for RV/Large Boat DOWNSTAIRS IN-LAW UNIT/GREAT ROOM remodeled kitchen w/granite countertops Awesome views from rear yard lot 275 ft deep. hot tub/gazebo jon LARGE rear patio w/BBQ,refrig & sin"
586," Room to move!Huge price reduction. Biggest, best 4br, 2.5ba, almost new, home in County. Originally had $25K in special upgrades. Less than 2yrs old. Archi- tecturally appealing w/nice amentities & custom features throughout"
587," 2 yrs new w/loads of charm, separate fmly rm, breakfast bar, spacious counter tops, Gas Log FP, Sep. Master, Patio and 1 block from NEW park that' currently under construction. Blt by Clarum Hms. Loc. off E.Lake & Bridge Street"
588, 5.3 MILES SOUTH OF HWY 84. UNIQUE FRANK LLOYD WRIGHT FOUNDATION DESIGN. 5+AC PARCEL SURROUNDED BY OPEN SPACE.SEPARATE DOME FOR ADDITIONAL LIV'G SPACE.OCEAN VU'SFROM SOME LOCATIONS ON PROP. QUIET! PRIVATE! .6 MILES WEST OF SKYLIN
589," Great close-in location, walk/bike to town. Quiet rural area, room for animals. Beautifully maintained, fresh paint, light/bright sprawling home w/3 master suites, fireplaces in LR, wood stoves in FR & upstairs guest wing. Solar/radiant heat. Perfect for lg or extended families. Large patio, flagstone walkways, cascading fountain, room for RV/boat etc inside enclosed yard. Barn has 2 stalls, tack room/ workshop, kennels. Wine Country Staging"
590," The California lifestyle is yours in this single level home on a cul-de-sac on Sonoma's highly desirable Eastside. Redwood deck leading to expansive & secluded backyard. Mature landscaping & fruit trees. Room for pool. 2200(+/-) sq. ft., 3bd/2ba, den, dining area, living room w-fireplace, passive solar. New paint inside & out. 2-car garage w-more parking. Minutes to Sonoma Plaza, top wineries & restaurants"
591," Located between Healdsburg and Santa Rosa,near Mayacamas, this magnificent estate embodies the best of the Wine Country. Redwood Hill Vineyard Estate, 60 acres of majestic beauty, including a 6 acres vineyard, producing well reknowned wines. The hacienda style estate has three bedroom suites could be expanded. There are unparalled views in nearly all directions. A rare opportunity with many amenities: pool, spa, guest house, stable"
